1|92.23|44.88|-69.47|-72.71|-85.08|-87.95|-67.97|-71.82|-85.07|-87.49|-69.09|-80.08|-97|-94.3|-94.86|-93.63|-97|-95.46|-94.5|-93.34|-100|-95|-93.45|-95.05|-93.79|-95.21|-100|-96|-94.18|-93.67|-96|-90.95|-100|-100|-95.83|-93.96|-100|-100|-100|-95.5|-100|-100|-76.58|-100|-94.11|-100|-75.68|-92.57|-100|-97.25|-100|-100|-87.81|-90.28|-93.1|-95.14|-91.19|-92.59|-97|-96|-94.13|-93.36|-91.52|-90.51|-92.79|-100|-87.33|-92.33|-90.5|-91.94|-93.5|-93.93|-85.04|-90.89|-93.59|-95.25|-93.65|-100|-100|-100|-100|-100|-100|-100|-100|-100|-100|-96.14|-93.47|-91.72|-89.83|-86|-92.13|-88.03|-91.49|-92.78|-91.4|-93.68|-100|-100|-100|-100|-100|-100|-100|-100|-100|-100|-100|-100|-93.73|-93.68|-93.67|-91.53|-91.08|-86.94|-94.33|-94.5|-90.78
2|92.23|48.03|-68.88|-72.29|-86.15|-87.12|-67.55|-70.05|-87.1|-87.26|-68.95|-76.19|-94|-95.27|-95.25|-94.67|-100|-95.22|-97|-92.85|-100|-100|-96|-100|-95.62|-95.29|-100|-94.5|-94.8|-94.93|-96.4|-95.67|-97|-100|-95|-94.28|-100|-100|-100|-95.71|-100|-100|-68.91|-100|-95|-100|-75.22|-94.8|-100|-95.33|-100|-93|-87.5|-91.5|-94|-95|-92.16|-93.95|-100|-94|-92.53|-95.17|-94.5|-91.29|-91.7|-100|-86.75|-93.09|-93.19|-94|-94.57|-93.31|-85.34|-90.81|-92.85|-96|-94.78|-100|-100|-100|-100|-100|-100|-100|-100|-100|-100|-94.18|-92.05|-92.75|-87.7|-81.41|-90.42|-86.41|-92.15|-93.78|-90.62|-94.17|-100|-100|-100|-100|-100|-100|-100|-100|-100|-100|-100|-100|-93.83|-92.38|-94.18|-89.83|-89.31|-88.96|-94.5|-95.5|-91.26
3|92.23|51.2|-67.35|-70.7|-87.67|-88.76|-68.77|-70.83|-88.45|-87.37|-77.58|-68.93|-96.5|-94.8|-96.12|-95.25|-100|-96|-95.25|-93.21|-100|-100|-100|-100|-97|-95|-100|-95|-95.67|-95|-94.67|-96.33|-100|-100|-100|-95|-100|-100|-100|-100|-100|-100|-70.42|-100|-96|-100|-75.95|-94.5|-100|-93.56|-100|-97|-89.93|-89|-93.83|-96|-91.91|-94.12|-100|-92|-93.75|-95.33|-94.14|-92|-92.85|-100|-90.81|-93.87|-92.86|-93.15|-95.67|-94.6|-82.48|-90.42|-92|-94.57|-95.67|-100|-100|-100|-100|-100|-100|-100|-100|-100|-100|-95.33|-94.88|-91.5|-87.42|-82.04|-87.02|-86.55|-93|-90.89|-93.12|-93.56|-100|-100|-100|-100|-100|-100|-100|-100|-100|-100|-100|-100|-92.96|-94.04|-94.81|-93.79|-88.81|-91.88|-94.5|-95.33|-88.5
4|92.23|54.08|-67.34|-73.42|-86.57|-89.07|-70.96|-72.55|-86.24|-85.88|-77.98|-65.28|-100|-95.62|-94.68|-94.71|-100|-93.91|-94.86|-92.26|-95.5|-95|-97|-94|-93.5|-94.83|-97|-95.75|-95|-92.8|-90.93|-95.21|-100|-100|-94.4|-94.24|-100|-95.5|-97|-95.4|-94.4|-100|-79.41|-100|-94.71|-100|-76.67|-95|-100|-93.85|-100|-97|-88.82|-88.49|-94.2|-97|-90.22|-92.96|-100|-93.69|-91.06|-93.68|-94.65|-89.52|-90.05|-100|-90.07|-91.68|-90.52|-93.86|-91.93|-93.62|-84.96|-92.28|-93.37|-94.04|-94|-100|-100|-100|-100|-100|-100|-100|-100|-100|-100|-95.14|-91.71|-92.79|-89.64|-84.67|-85.29|-89.22|-91.33|-93.15|-92.24|-94.45|-100|-100|-100|-100|-100|-100|-100|-100|-100|-100|-100|-100|-93.2|-93.71|-94.29|-94.62|-88.31|-93.48|-94.5|-94.1|-90.74
5|89.49|44.88|-72.35|-72.81|-84.94|-88.11|-68.18|-70.93|-87.72|-87.56|-65.65|-77.38|-96.5|-94.64|-94.86|-94.67|-100|-95.2|-95.67|-92.69|-100|-94.67|-94.6|-94.5|-94.27|-95.11|-100|-95.5|-94.44|-94.43|-95|-93.04|-100|-100|-95.33|-94.55|-100|-100|-100|-97|-100|-100|-76|-100|-93.55|-100|-77.43|-94.44|-100|-95.56|-100|-95|-87.74|-90.11|-93.42|-93|-90.77|-91.66|-100|-94.33|-93.74|-93.61|-91.53|-90.55|-92|-100|-89.21|-92.67|-92.58|-94.18|-93.6|-93.14|-84.79|-92.14|-93.26|-94.5|-95.47|-100|-100|-100|-100|-100|-100|-100|-100|-100|-100|-95.5|-94.5|-92.61|-90.7|-84.7|-92.04|-88.52|-92.95|-93.24|-92.33|-93.12|-100|-100|-100|-100|-100|-100|-100|-100|-100|-100|-100|-100|-91.56|-93.15|-93.88|-90.6|-90.73|-87.43|-94.75|-95.25|-91.3
6|89.49|48.03|-69.41|-70.78|-86.18|-88.36|-69.48|-70.67|-88.11|-86.66|-72.29|-72.14|-95|-96|-95.47|-94.33|-93.5|-100|-95.2|-93.69|-100|-97|-96.2|-97.4|-95.5|-95.46|-100|-94|-96|-100|-95|-95.05|-100|-100|-94.5|-93.22|-96.5|-100|-96|-95.82|-96|-100|-69.78|-100|-100|-100|-74.26|-94.5|-100|-96|-100|-100|-88.35|-88.12|-94.33|-95.22|-92|-90.25|-100|-94.06|-94.53|-95.05|-94|-90.33|-92.44|-100|-88.39|-92.52|-93.96|-93.4|-92.53|-94.31|-84.78|-90.83|-93.03|-93.36|-95.62|-100|-100|-100|-100|-100|-100|-100|-100|-100|-100|-94.59|-93.69|-91.82|-88.5|-84.35|-91.05|-86.5|-90.3|-91.56|-91.96|-94.47|-100|-100|-100|-100|-100|-100|-100|-100|-100|-100|-100|-100|-93.75|-93.33|-92.19|-91.94|-87.79|-87.17|-95|-95.5|-89.78
7|89.49|51.86|-68.92|-72.59|-87.16|-88.62|-69.73|-70.43|-86.79|-88.62|-73.61|-69.62|-97.67|-94.94|-94.8|-94.71|-95.67|-94.36|-96.6|-93.38|-97|-100|-100|-95|-95.5|-97|-100|-100|-95.33|-100|-100|-95.2|-98|-100|-97|-95.11|-100|-100|-100|-97|-100|-100|-68.24|-100|-96|-100|-76.16|-95|-100|-94.83|-100|-100|-88.79|-89.12|-93.05|-96.25|-91.66|-94|-100|-94|-93|-94.43|-94.54|-90.86|-91.73|-100|-91.31|-91.85|-92.57|-95.56|-95.56|-93.58|-85|-89.62|-91.22|-94.12|-95.2|-100|-100|-100|-100|-100|-100|-100|-100|-100|-100|-93.29|-93.53|-91.62|-87.94|-84.45|-88|-85.05|-91|-92.31|-91.86|-94.12|-100|-100|-100|-100|-100|-100|-100|-100|-100|-100|-100|-100|-91.62|-91.21|-92.08|-90.47|-89.69|-90.43|-96|-95.71|-90.18
8|89.49|54.08|-70.1|-72.59|-86.89|-89.5|-73.04|-71.33|-87.57|-86.86|-75.33|-69.08|-100|-94.94|-94.88|-94.78|-96.5|-94.67|-95.91|-93.33|-95.04|-100|-96|-94.6|-95.43|-92.4|-96|-93.2|-94.75|-95.26|-93.17|-94|-97.5|-100|-97|-94.4|-100|-100|-97|-94.56|-97.2|-100|-76.11|-100|-94.92|-100|-79.36|-95|-100|-94.17|-100|-97|-91|-88.32|-92.87|-95|-89.87|-93.8|-100|-96|-92.77|-93.17|-94.56|-91.33|-91|-100|-91|-91.95|-93.83|-94.14|-93.9|-96|-83.22|-91.41|-92.41|-93.47|-94|-100|-100|-100|-100|-100|-100|-100|-100|-100|-100|-95.5|-94.4|-92.56|-90.65|-86.55|-83.18|-87.19|-90.03|-91.78|-91.36|-95.07|-100|-100|-100|-100|-100|-100|-95|-100|-100|-100|-100|-100|-93.67|-92.76|-94|-91.79|-89.27|-92.29|-94.18|-94.5|-89.21
9|86.86|44.88|-68.33|-71.29|-83.4|-84.4|-67.86|-68.29|-84.86|-90.6|-71|-79|-100|-93.25|-97|-95|-100|-96|-100|-94|-100|-97|-96|-100|-94.67|-94|-100|-92|-92.67|-94.5|-94.25|-90.5|-100|-95|-92|-94|-100|-100|-93|-100|-100|-100|-79.83|-100|-93.8|-100|-74.17|-92.33|-100|-96|-100|-100|-86.33|-92.75|-97|-94.5|-86|-88.33|-100|-100|-93|-93.5|-94|-92.12|-89.6|-100|-87.25|-94.17|-95.5|-90.57|-96|-96|-92.67|-88.25|-100|-94|-94|-100|-100|-100|-100|-100|-100|-100|-100|-100|-100|-96.67|-92.6|-89.5|-85.86|-86.33|-94.57|-93|-89.33|-92.67|-90.33|-100|-100|-100|-100|-100|-100|-100|-100|-100|-100|-100|-100|-100|-87.5|-90.83|-92|-89.5|-88.17|-76.86|-96.33|-92.67|-91.29
10|86.86|48.03|-68.6|-71.14|-87.64|-88.51|-70.1|-69.15|-85.86|-87.4|-69.19|-73.39|-100|-94.48|-95.76|-94.53|-97.5|-95.44|-96|-93.43|-96.33|-100|-100|-97|-97|-95.67|-100|-96|-94.67|-96.29|-97|-95.25|-100|-97|-97|-92.2|-100|-100|-96|-95.57|-100|-100|-75.13|-100|-92|-100|-76.11|-95.17|-100|-95.67|-100|-97|-85.74|-91.06|-93.61|-95.5|-92|-94.4|-100|-96.2|-93.71|-95.44|-94.6|-91.07|-91|-100|-89.78|-94.1|-92.83|-94.29|-94|-94.15|-87.56|-89.59|-91.39|-95.92|-94.85|-100|-100|-100|-100|-100|-100|-100|-100|-100|-100|-94.04|-91.96|-90.86|-88.76|-78.96|-90.07|-89.94|-90.61|-90.65|-92.71|-93.27|-100|-100|-100|-100|-100|-100|-100|-100|-100|-100|-100|-100|-91.74|-89.72|-93.22|-90.4|-87.91|-84.73|-94|-94|-91.98
